Shape,Carat,Color,Clarity,Cut,Depth,Table,Symmetry,Cert,Price
Marquise,0.7,E,I1,Good,64.8,58,Good,GIA,869
Marquise,0.7,J,VS2,Very Good,55.6,61,Good,GIA,979
Marquise,0.7,I,VS1,Good,59.7,61,Fair,GIA,1293
Marquise,0.7,D,SI1,Good,57.5,62,Good,GIA,1397
Marquise,0.87,I,VVS2,Good,52.6,62,Good,GIA,2170
Marquise,2.69,H,VS2,Very Good,64.1,68,Very Good,GIA,20587
Marquise,0.67,F,SI2,Good,63.1,64,Good,GIA,1064
Marquise,2.3,I,SI2,Very Good,63.1,54,Very Good,GIA,12458
Marquise,0.92,D,VS2,Good,68.3,57,Good,GIA,4149
Marquise,0.92,H,VVS1,Excellent,63.3,62,Very Good,GIA,3165
Marquise,1.51,D,SI2,Very Good,61,57,Very Good,GIA,8800
Marquise,1.51,G,SI2,Very Good,62.5,58,Very Good,GIA,7526
Marquise,1.51,F,SI2,Excellent,64.7,58,Very Good,GIA,7758
Marquise,1.51,D,SI2,Very Good,52.8,59,Good,GIA,8916
Marquise,1.51,D,IF,Very Good,66.3,61,Good,GIA,20817
Marquise,1.51,F,SI2,Very Good,69.2,63,Good,GIA,8960
Marquise,1.51,L,SI2,Very Good,63.8,66,Good,GIA,3438
Marquise,0.61,D,SI1,Good,67.1,62,Good,GIA,1365
Marquise,0.8,E,I1,Good,54.7,57,Good,GIA,1590
Marquise,0.8,E,VS2,Excellent,61.1,59,Very Good,GIA,2916
Marquise,0.8,K,SI1,Good,58.8,60,Good,GIA,999
Marquise,0.8,F,I1,Good,67.3,60,Good,GIA,1407
Marquise,0.8,E,VS1,Good,57,62,Good,GIA,2964
Marquise,0.91,H,SI2,Excellent,67.8,51,Good,GIA,2530
Marquise,0.91,D,IF,Very Good,66.8,52,Very Good,GIA,6536
Marquise,0.91,I,VVS2,Very Good,57.7,56,Very Good,GIA,3200
Marquise,0.91,D,I1,Good,64.1,56,Good,GIA,2119
Marquise,0.91,D,SI2,Very Good,65.9,58,Good,GIA,3165
Marquise,1.02,H,SI2,Very Good,63.3,58,Very Good,GIA,4096
Marquise,1.02,G,VS2,Very Good,61.8,59,Very Good,GIA,4689
Marquise,1.02,F,SI1,Excellent,64.5,59,Very Good,GIA,5019
Marquise,1.02,I,IF,Very Good,57.2,61,Very Good,GIA,4463
Marquise,1.02,I,SI1,Good,66.1,61,Fair,GIA,3145
Marquise,1.02,D,SI2,Excellent,57.1,64,Good,GIA,4986
Marquise,1.02,E,I1,Very Good,57.8,64,Very Good,GIA,2790
Marquise,0.9,D,SI1,Excellent,69.2,50,Good,GIA,3689
Marquise,0.9,D,I1,Very Good,66.8,55,Good,GIA,2232
Marquise,0.5,K,SI2,Good,58.1,67,Good,GIA,449
Marquise,0.9,D,VS2,Very Good,52.1,57,Good,GIA,4172
Marquise,0.9,I,VS1,Excellent,63.2,59,Very Good,GIA,2735
Marquise,0.9,J,VVS1,Excellent,63.6,59,Very Good,GIA,2549
Marquise,0.9,H,SI2,Excellent,54.9,65,Very Good,GIA,2540
Marquise,0.38,E,SI2,Good,72.7,50,Good,GIA,295
Marquise,0.38,F,SI1,Very Good,53.1,57,Fair,GIA,424
Marquise,1.25,D,SI2,Very Good,63.5,53,Good,GIA,5569
Marquise,1.21,G,VS1,Excellent,57.6,60,Very Good,GIA,6795
Marquise,1.21,I,VS1,Very Good,58.6,61,Good,GIA,6683
Marquise,0.82,F,VS1,Very Good,65.2,54,Good,GIA,2790
Marquise,0.82,D,SI1,Good,62.9,57,Very Good,GIA,2932
Marquise,1.14,D,IF,Very Good,55.4,55,Very Good,GIA,12106
Marquise,1.14,J,SI2,Very Good,57.6,60,Good,GIA,3263
Marquise,1.14,J,SI2,Very Good,60.4,60,Very Good,GIA,2910
Marquise,1.14,I,I1,Good,64.3,64,Good,GIA,2789
Marquise,1.14,L,VS1,Very Good,61.5,65,Good,GIA,2630
Marquise,1.12,J,SI2,Very Good,60.4,56,Very Good,GIA,2945
Marquise,0.73,D,SI1,Excellent,63.9,61,Very Good,GIA,2204
Marquise,0.73,G,I1,Very Good,66.3,62,Very Good,GIA,1358
Marquise,1.1,K,SI1,Good,57.3,49,Good,GIA,2698
Marquise,1.1,J,VS2,Very Good,57.7,54,Very Good,GIA,3366
Marquise,1.1,D,SI2,Very Good,69.6,54,Very Good,GIA,4901
Marquise,1.24,D,VVS2,Excellent,59,60,Very Good,GIA,11236
Marquise,1.32,E,VVS1,Excellent,61.7,58,Very Good,GIA,10210
Marquise,1.3,G,I1,Very Good,62.6,56,Good,GIA,3620
Marquise,1.3,F,IF,Very Good,58,59,Very Good,GIA,9481
Marquise,0.75,E,I2,Good,66.8,49,Good,GIA,1142
Marquise,0.75,D,I1,Good,65.2,52,Good,GIA,1536
Marquise,0.75,D,VS2,Good,48.8,58,Good,GIA,2571
Marquise,0.75,J,SI1,Good,55.7,61,Good,GIA,1379
Marquise,1.31,D,IF,Very Good,62.3,56,Very Good,GIA,14808
Marquise,1.31,D,SI1,Very Good,64.3,60,Very Good,GIA,6586
Marquise,1.31,K,SI1,Good,63.2,61,Good,GIA,3214
Marquise,2.02,H,SI1,Very Good,60.6,50,Very Good,GIA,14839
Marquise,2.02,D,VS2,Very Good,58.8,53,Very Good,GIA,23232
Marquise,2.02,G,VS1,Very Good,62.4,58,Good,GIA,18200
Marquise,2.02,I,SI1,Very Good,62.9,60,Very Good,GIA,12847
Marquise,2.01,E,SI1,Very Good,60.5,45,Good,GIA,17641
Marquise,2.01,F,SI1,Very Good,60.2,50,Very Good,GIA,17641
Marquise,2.01,G,SI1,Good,62.9,55,Good,GIA,16107
Marquise,2.01,F,SI1,Excellent,60.1,57,Very Good,GIA,16661
Marquise,2.01,D,SI2,Excellent,57.6,59,Very Good,GIA,16661
Marquise,2.01,E,SI1,Excellent,59.5,59,Very Good,GIA,16363
Marquise,2.01,F,SI1,Very Good,59.6,59,Good,GIA,17641
Marquise,2.01,G,I1,Good,62.8,61,Good,GIA,7500
Marquise,0.36,G,SI1,Good,66.9,50,Fair,GIA,310
Marquise,0.36,J,VS1,Good,59,66,Fair,GIA,243
Marquise,0.53,E,I2,Very Good,62,56,Good,GIA,848
Marquise,0.53,D,VVS1,Excellent,59.2,59,Very Good,GIA,1674
Marquise,0.53,D,VS2,Excellent,61.4,60,Very Good,GIA,1266
Marquise,0.53,F,SI1,Very Good,65.2,61,Good,GIA,879
Marquise,1.7,D,SI2,Excellent,60.5,54,Very Good,GIA,9516
Marquise,1,E,VS2,Excellent,61.1,52,Very Good,GIA,6111
Marquise,1,J,SI2,Excellent,61.8,53,Good,GIA,2514
Marquise,1.11,L,VS2,Good,65.1,56,Good,GIA,2451
Marquise,1.11,G,VS2,Excellent,61.6,58,Very Good,GIA,5652
Marquise,1.11,H,VS1,Very Good,64.4,59,Very Good,GIA,4533
Marquise,1.11,J,SI2,Very Good,61.8,61,Good,GIA,2790
Marquise,1.11,G,I1,Good,57.5,62,Good,GIA,2649
Marquise,0.56,H,SI1,Very Good,67.6,52,Very Good,GIA,838
Marquise,0.45,G,SI1,Good,68.7,51,Fair,GIA,363
Marquise,0.45,L,VS2,Very Good,65.4,55,Fair,GIA,252
Marquise,0.54,I,VVS2,Good,63.1,52,Good,GIA,939
Marquise,0.54,E,SI1,Very Good,56.2,57,Good,GIA,948
Marquise,0.54,D,IF,Very Good,66,58,Good,GIA,2678
Marquise,0.8,F,VS2,Very Good,58,67,Very Good,GIA,2359
Marquise,0.51,I,VVS1,Excellent,58.7,60,Very Good,GIA,952
Marquise,0.51,D,I1,Good,63.6,60,Good,GIA,787
Marquise,0.51,G,SI1,Good,59.6,64,Good,GIA,861
Marquise,1.01,F,VS1,,,,,GIA,5312
Marquise,0.72,E,SI1,Good,63.6,56,Fair,GIA,1817
Marquise,0.72,D,SI2,Good,65.6,56,Fair,GIA,1596
Marquise,0.72,E,VS2,Very Good,62,57,Good,GIA,2274
Marquise,0.72,D,VS2,Very Good,62.6,57,Very Good,GIA,2325
Marquise,3.01,F,SI1,Very Good,71,50,Good,GIA,28186
Marquise,3.01,G,VS2,Excellent,55.9,59,Excellent,GIA,32732
Marquise,0.56,D,SI2,Very Good,63.1,56,Good,GIA,609
Marquise,0.56,F,SI1,Good,63.1,56,Good,GIA,725
Marquise,0.79,G,I1,Very Good,64.4,57,Very Good,GIA,931
Marquise,1.57,G,SI2,Very Good,67.5,61,Very Good,GIA,7495
Marquise,1.47,D,VVS2,Good,46.4,67,Very Good,GIA,7633
Marquise,0.51,E,VS2,Good,64.5,49,Good,GIA,990
Marquise,0.51,E,SI1,Very Good,61.5,52,Very Good,GIA,909
Marquise,0.51,F,SI1,Very Good,60.5,55,Very Good,GIA,899
Marquise,0.51,D,VS2,Very Good,61.3,57,Very Good,GIA,1181
Marquise,0.51,K,SI2,Very Good,61.6,57,Good,GIA,487
Marquise,0.57,J,VVS2,Good,58.4,53,Very Good,GIA,862
Marquise,0.57,F,I1,Good,68.1,60,Good,GIA,689
Marquise,1.28,F,SI1,Very Good,66.3,58,Very Good,GIA,6298
Marquise,1.44,D,I1,Very Good,56.7,55,Very Good,GIA,4761
Marquise,2.23,I,SI2,Very Good,65.3,58,Very Good,GIA,11914
Marquise,1.23,K,SI2,Very Good,60.8,61,Excellent,GIA,2778
Marquise,0.55,L,SI1,Very Good,60.3,62,Good,GIA,556
Marquise,0.74,G,SI2,Very Good,64.9,59,Very Good,GIA,1477
Marquise,2.35,M,VS2,Good,58.2,63,Good,GIA,7005
Marquise,0.65,J,SI1,Good,61.3,49,Good,GIA,835
Marquise,0.65,J,VS1,Good,72.9,60,Good,GIA,894
Marquise,0.65,D,SI1,Good,63,61,Good,GIA,1494
Marquise,0.65,D,VS2,Excellent,59.4,62,Good,GIA,1622
Marquise,2.67,I,SI2,Good,58.9,57,Good,GIA,15450
Marquise,1.05,D,SI1,Very Good,62.1,58,Very Good,GIA,5279
Marquise,1.05,J,SI2,Excellent,58.9,60,Very Good,GIA,2843
Marquise,1.09,E,SI2,Very Good,63.5,56,Very Good,GIA,5008
Marquise,1.09,G,SI2,Very Good,65.3,58,Very Good,GIA,4336
Marquise,1.09,I,VS2,Very Good,60.4,64,Good,GIA,3849
Marquise,1.01,J,SI1,Very Good,64.3,54,Very Good,GIA,2767
Marquise,1.01,G,SI2,Very Good,59.8,55,Excellent,GIA,3739
Marquise,1.01,E,SI2,Very Good,64.4,55,Very Good,GIA,4701
Marquise,1.01,H,VVS2,Very Good,65.3,55,Very Good,GIA,4262
Marquise,1.01,F,SI1,Very Good,60.8,56,Very Good,GIA,4902
Marquise,1.01,G,SI2,Very Good,61,56,Excellent,GIA,3627
Marquise,1.08,G,SI1,Excellent,65.2,56,Excellent,GIA,5122
Marquise,1.08,D,SI1,Very Good,62.6,69,Good,GIA,5585
Marquise,1.01,G,SI1,Excellent,62.1,56,Very Good,GIA,4596
Marquise,1.01,D,IF,Very Good,64.5,56,Very Good,GIA,10725
Marquise,1.01,E,I1,Very Good,64.7,56,Very Good,GIA,3020
Marquise,1.01,F,VS2,Excellent,60.9,57,Very Good,GIA,5388
Marquise,1.01,H,VVS2,Very Good,62.2,57,Very Good,GIA,4580
Marquise,1.01,E,SI2,Very Good,63.9,57,Very Good,GIA,4098
Marquise,1.01,H,VVS1,Very Good,64.3,57,Good,GIA,4353
Marquise,1.06,K,SI1,Very Good,66.8,55,Good,GIA,2389
Marquise,1.06,H,VVS1,Excellent,59.1,59,Very Good,GIA,4709
Marquise,1.06,I,I1,Good,63.5,59,Good,GIA,2435
Marquise,1.72,D,IF,Excellent,58.2,61,Excellent,GIA,22338
Marquise,1.51,D,SI1,Very Good,67.9,51,Good,GIA,8708
Marquise,1.51,D,SI1,Excellent,57.8,52,Very Good,GIA,10450
Marquise,1.51,D,SI2,Very Good,64.9,53,Very Good,GIA,7874
Marquise,1.51,F,SI1,Very Good,60.5,56,Good,GIA,9863
Marquise,1.51,D,SI1,Excellent,53.8,57,Excellent,GIA,10160
Marquise,1.51,F,VS1,Very Good,60.4,57,Good,GIA,11929
Marquise,1.13,D,I1,Very Good,66.3,53,Very Good,GIA,3481
Marquise,1.13,I,I2,Very Good,69.4,53,Fair,GIA,2517
Marquise,1.13,F,VS2,Good,64,58,Good,GIA,5774
Marquise,1.5,F,VS2,Excellent,68.5,53,Very Good,GIA,11664
Marquise,1.5,F,VS2,Very Good,63.3,56,Good,GIA,11518
Marquise,1.5,I,VS1,Very Good,66.3,56,Good,GIA,6830
Marquise,1.5,D,SI1,Very Good,59.5,57,Very Good,GIA,11102
Marquise,1.5,G,VS1,Excellent,61.4,61,Very Good,GIA,9501
Marquise,1.01,D,SI1,Very Good,65.7,57,Very Good,GIA,5513
Marquise,1.01,I,I1,Very Good,57.3,58,Fair,GIA,2471
Marquise,1.01,I,VS1,Good,60.5,58,Good,GIA,3500
Marquise,1.01,I,SI1,Very Good,61.1,58,Very Good,GIA,3365
Marquise,1.01,H,SI2,Very Good,61.5,58,Very Good,GIA,3594
Marquise,1.01,D,VS2,Very Good,64.1,58,Very Good,GIA,6027
Marquise,1.01,H,VVS2,Very Good,58.9,60,Very Good,GIA,4707
Marquise,1.01,I,SI1,Very Good,61.9,60,Very Good,GIA,3616
Marquise,0.71,D,VS2,Excellent,57,63,Very Good,GIA,2293
Marquise,1.03,G,SI2,Excellent,62.7,53,Very Good,GIA,3984
Marquise,1.03,I,VVS2,Very Good,65.2,53,Good,GIA,3528
Marquise,1.03,G,VS1,Good,63.1,55,Good,GIA,5108
Marquise,1.03,D,SI1,Excellent,66.1,55,Good,GIA,4735
Marquise,1.03,D,I1,Good,59.6,64,Good,GIA,3057
Marquise,1.03,E,SI2,Good,54.9,65,Good,GIA,4118
Marquise,1.03,G,VS1,Very Good,59.9,65,Very Good,GIA,5108
Marquise,1.01,D,SI1,Excellent,63.3,60,Very Good,GIA,5223
Marquise,1.01,I,VVS1,Very Good,68,62,Very Good,GIA,3946
Marquise,1.02,K,VVS1,Excellent,61,50,Excellent,GIA,2597
Marquise,1.02,H,SI2,Good,59.4,51,Good,GIA,3526
Marquise,1.02,I,VS1,Excellent,60.7,55,Very Good,GIA,3755
Marquise,1.02,F,SI1,Excellent,65.7,56,Very Good,GIA,4881
Marquise,1.02,J,VS1,Very Good,59.6,58,Very Good,GIA,3050
Marquise,1.02,E,I1,Very Good,59.7,58,Very Good,GIA,3050
Marquise,1.53,I,VVS1,Very Good,58.8,61,Good,GIA,7416
Marquise,0.81,G,SI1,Excellent,63.9,61,Excellent,GIA,2143
Marquise,1.2,K,SI2,Very Good,61.7,53,Very Good,GIA,2673
Marquise,1.2,F,SI2,Excellent,58.3,60,Very Good,GIA,5171
Marquise,1.2,J,VS1,Good,61.3,63,Very Good,GIA,4023
Marquise,1.2,I,VS1,Good,59.3,64,Very Good,GIA,4678
Marquise,1.21,D,IF,Very Good,66.4,63,Very Good,GIA,15336
Marquise,1.04,L,SI1,Good,59.9,52,Good,GIA,2271
Marquise,1.04,D,SI1,Very Good,60.9,54,Very Good,GIA,5304
Marquise,1.04,F,SI2,Very Good,62,54,Very Good,GIA,4004
Marquise,0.7,G,VS1,Very Good,60.3,44,Good,GIA,2046
Marquise,0.7,H,I1,Good,66.7,53,Fair,GIA,937
Marquise,1.07,J,VS2,Very Good,51.9,54,Very Good,GIA,3320
Marquise,1.07,L,SI2,Very Good,62.3,55,Very Good,GIA,2010
Marquise,1.07,H,SI1,Good,61.8,56,Good,GIA,3996
Marquise,1.07,F,SI2,Good,59.5,58,Good,GIA,4734
Marquise,1.07,D,SI1,Good,64.2,58,Good,GIA,5533
Marquise,1.07,I,SI2,Very Good,63.9,60,Good,GIA,3296
Marquise,1.07,G,VVS1,Very Good,63.3,61,Good,GIA,5278
Marquise,1.71,H,VVS2,Excellent,58,54,Excellent,GIA,11812
Marquise,1.71,G,SI2,Excellent,61.6,61,Very Good,GIA,9483
Marquise,1.22,G,SI1,Very Good,53.7,51,Good,GIA,5082
Marquise,1.22,D,I1,Very Good,63.4,51,Good,GIA,3759
Marquise,1.22,H,SI1,Excellent,61.5,57,Very Good,GIA,4837
Marquise,1.22,D,IF,Excellent,60,58,Excellent,GIA,12537
Marquise,1.22,H,VS2,Very Good,57,64,Good,GIA,5969
Marquise,1.04,H,SI2,Very Good,57.2,57,Good,GIA,3700
Marquise,1.04,F,I1,Very Good,64.3,57,Very Good,GIA,3016
Marquise,1.04,E,SI2,Excellent,61.1,58,Very Good,GIA,4716
Marquise,1.04,K,SI2,Good,56.4,61,Very Good,GIA,2156
Marquise,0.6,D,VS2,Very Good,61.6,59,Very Good,GIA,1540
Marquise,0.96,G,VS2,Very Good,59.9,57,Very Good,GIA,3807
Marquise,0.27,J,SI1,Good,58.7,61,Fair,GIA,132
Marquise,1.09,G,SI2,Very Good,64.3,63,Good,GIA,3130
Marquise,0.88,K,VS1,Good,67.2,54,Fair,GIA,1064
Marquise,0.85,F,SI2,Good,63.3,58,Very Good,GIA,2191
Marquise,0.85,H,I1,Good,65.1,60,Good,GIA,1377
Marquise,0.85,F,SI2,Good,49.2,63,Good,GIA,2191
Marquise,0.29,F,SI2,Good,53.6,62,Fair,GIA,163
Marquise,0.29,E,SI2,Good,73.5,50,Fair,GIA,155
Marquise,0.29,E,I1,Good,70.1,51,Fair,GIA,111
Marquise,0.29,H,SI2,Good,73.3,53,Fair,GIA,138
Marquise,0.87,F,VS2,Good,66,57,Good,GIA,2683
Marquise,0.97,I,VS2,Good,60,58,Good,GIA,2878
Marquise,0.98,I,VVS2,Very Good,65.4,63,Good,GIA,3679
Marquise,0.69,D,I1,Good,54.4,50,Good,GIA,975
Marquise,0.69,E,I1,Good,63.9,56,Good,GIA,978
Marquise,0.78,J,VS1,Good,63,61,Good,GIA,1348
Marquise,0.78,D,SI2,Very Good,55.7,64,Good,GIA,2184
Marquise,1.7,D,IF,Excellent,61.4,59,Very Good,GIA,17660
Marquise,0.54,F,SI1,Very Good,52.2,48,Good,GIA,699
Marquise,0.54,E,VS1,Very Good,68.2,56,Good,GIA,885
Marquise,1,I,VS2,Good,68.8,57,Good,GIA,2803
Marquise,1,E,I2,Good,67.3,58,Fair,GIA,1090
Marquise,1,G,SI1,Very Good,62.2,59,Very Good,GIA,3524
Marquise,1,J,SI2,Good,66.2,59,Good,GIA,1778
Marquise,0.65,E,SI2,Good,68.7,52,Good,GIA,802
Marquise,0.65,D,VVS1,Very Good,49.9,53,Good,GIA,1484
Marquise,0.35,G,I1,Good,50,61,Fair,GIA,194
Marquise,0.35,F,SI1,Good,45.9,63,Fair,GIA,351
Marquise,0.71,E,I1,Very Good,64.1,47,Good,GIA,828
Marquise,0.71,I,SI2,Good,64.6,49,Good,GIA,956
Marquise,0.59,H,I1,Good,60.8,58,Good,GIA,758
Marquise,0.59,J,SI1,Good,61.1,62,Good,GIA,726
Marquise,0.81,F,I2,,,,,GIA,955
Marquise,0.81,F,SI1,Good,64.4,52,Good,GIA,2388
Marquise,0.81,E,I1,Good,67.7,56,Good,GIA,1650
Marquise,0.37,D,VS2,Good,59.9,63,Good,GIA,698
Marquise,0.37,G,VS2,Good,65.1,64,Good,GIA,420
Oval,1.83,F,VS2,Excellent,66.8,52,Excellent,GIA,12805
Oval,1.4,H,SI1,Excellent,61.4,62,Very Good,GIA,6997
Oval,1.4,G,VS1,Excellent,62.8,62,Very Good,GIA,9086
Oval,1.3,I,SI2,Excellent,62.6,60,Very Good,GIA,4062
Oval,1.3,I,SI1,Excellent,63.5,60,Very Good,GIA,5299
Oval,1.3,G,SI1,Excellent,60,62,Very Good,GIA,6747
Oval,2.22,D,VVS1,Very Good,66.8,56,Very Good,GIA,38828
Oval,1.41,G,VS2,Excellent,66.1,54,Very Good,GIA,8175
Oval,1.41,H,VS1,Excellent,68.9,54,Excellent,GIA,6804
Oval,1.41,G,SI1,Excellent,63,62,Very Good,GIA,7228
Oval,1.24,I,VS1,Excellent,67.1,53,Excellent,GIA,4833
Oval,2.52,E,SI1,Excellent,61.6,55,Excellent,GIA,25320
Oval,2.52,I,VVS1,Excellent,61.1,59,Very Good,GIA,20216
Oval,2,K,VS2,Excellent,64.4,62,Very Good,GIA,8162
Oval,2,I,SI2,Very Good,58.6,63,Excellent,GIA,10833
Oval,4.03,G,VS2,Excellent,64.1,55,Excellent,GIA,87572
Oval,1.01,H,VVS1,Excellent,67.6,52,Very Good,GIA,4017
Oval,1.01,G,SI1,Excellent,65.5,54,Very Good,GIA,3041
Oval,2.51,G,SI1,Excellent,64.4,61,Excellent,GIA,23184
Oval,1.7,I,SI1,Very Good,61.9,60,Very Good,GIA,8730
Oval,1.7,G,SI2,Excellent,67.3,60,Excellent,GIA,7039
Oval,1.53,F,IF,Excellent,65.6,63,Excellent,GIA,12804
Oval,0.4,D,VS1,Excellent,55.8,55,Very Good,GIA,816
Oval,1.88,H,SI2,Excellent,68.9,52,Very Good,GIA,9772
Oval,1.32,J,SI1,Excellent,62.9,62,Very Good,GIA,4046
Oval,2,J,SI2,Excellent,59.7,59,Very Good,GIA,8215
Oval,2,G,VS2,Excellent,62.3,60,Excellent,GIA,18315
Oval,2,G,SI2,Excellent,58.1,61,Very Good,GIA,12792
Oval,2,I,SI2,Excellent,58.7,61,Very Good,GIA,8753
Oval,1.01,H,SI1,Excellent,58.2,57,Very Good,GIA,3481
Oval,1.01,F,VS2,Excellent,60.4,58,Excellent,GIA,4552
Oval,1.01,I,SI2,Excellent,62.2,58,Excellent,GIA,2607
Oval,1.25,G,SI2,Excellent,62.6,59,Excellent,GIA,4764
Oval,1.72,I,SI1,Excellent,62.6,60,Excellent,GIA,7971
Oval,1.72,H,VS2,Excellent,69.8,60,Very Good,GIA,9230
Oval,1.72,G,VS1,Excellent,66.2,61,Very Good,GIA,11840
Oval,2.5,F,VS2,Excellent,65.3,54,Excellent,GIA,27213
Oval,2.5,I,SI2,Excellent,64.7,56,Very Good,GIA,15579
Oval,2.5,H,VS2,Excellent,65.9,56,Very Good,GIA,21396
Oval,2.5,G,VS2,Excellent,63.3,60,Very Good,GIA,27345
Oval,1.23,G,SI2,Excellent,63.5,60,Very Good,GIA,4484
Oval,1.8,G,VS2,Excellent,66.3,52,Excellent,GIA,12284
Oval,1.8,I,VS2,Excellent,68.3,52,Very Good,GIA,9796
Oval,1.86,I,VVS1,Excellent,64.7,63,Excellent,GIA,10339
Oval,1.7,H,SI1,Very Good,60.9,62,Very Good,GIA,9736
Oval,1.7,F,SI1,Excellent,61.9,62,Very Good,GIA,12028
Oval,1.01,F,SI1,Excellent,69.6,61,Very Good,GIA,3335
Oval,1.01,E,VS1,Excellent,58.9,62,Excellent,GIA,5356
Oval,1.01,H,VS1,Excellent,62.5,62,Very Good,GIA,3686
Oval,1.01,F,VVS1,Excellent,59.7,63,Excellent,GIA,6260
Oval,1.43,D,VS1,Excellent,68.5,57,Excellent,GIA,8974
Oval,2.01,G,SI1,Excellent,63.1,59,Excellent,GIA,14987
Oval,2.01,F,VS2,Excellent,63.2,59,Excellent,GIA,18555
Oval,2.01,F,VS2,Excellent,65.7,59,Very Good,GIA,19663
Oval,2.01,F,VS2,Excellent,65.8,59,Very Good,GIA,19109
Oval,2.01,H,SI2,Very Good,66.6,59,Very Good,GIA,10704
Oval,2.01,G,SI2,Excellent,58.6,60,Very Good,GIA,11588
Oval,2.11,G,SI2,Excellent,63.3,60,Excellent,GIA,11214
Oval,2.02,F,SI1,Excellent,62.7,54,Very Good,GIA,17973
Oval,2.02,H,SI1,Excellent,61.7,58,Excellent,GIA,11753
Oval,2.02,G,SI1,Excellent,65.8,58,Excellent,GIA,16635
Oval,2.6,H,VS1,Excellent,57.9,63,Very Good,GIA,21218
Oval,1.91,I,SI2,Excellent,62.8,58,Excellent,GIA,8686
Oval,1.91,F,VS2,Excellent,63.6,60,Very Good,GIA,14664
Oval,2.51,H,VS2,Excellent,63,58,Excellent,GIA,22998
Oval,1.5,J,SI2,Excellent,60.1,62,Excellent,GIA,5701
Oval,1.5,I,SI1,Excellent,60.4,62,Excellent,GIA,7233
Oval,1.5,F,VVS1,Excellent,62.8,62,Excellent,GIA,12829
Oval,1.5,F,VS2,Very Good,63.2,62,Very Good,GIA,9330
Oval,1.5,I,SI2,Excellent,60.3,63,Very Good,GIA,6232
Oval,1.2,H,VS1,Excellent,64.5,56,Excellent,GIA,5865
Oval,1.2,I,SI1,Excellent,63.3,57,Excellent,GIA,3997
Oval,1.2,F,VS2,Excellent,63.2,59,Very Good,GIA,7212
Oval,1.53,H,VS1,Excellent,68.8,52,Excellent,GIA,8673
Oval,1.2,I,VVS1,Excellent,60.3,61,Excellent,GIA,4687
Oval,1.2,G,VS2,Very Good,60.9,61,Good,GIA,5430
Oval,1.2,F,VS2,Excellent,61.9,61,Very Good,GIA,6130
Oval,1.2,G,VS2,Very Good,63.5,61,Very Good,GIA,6788
Oval,1.2,H,VS2,Excellent,58.8,62,Excellent,GIA,5655
Oval,1.2,I,SI1,Excellent,67.6,59,Very Good,GIA,4116
Oval,1.2,G,VS2,Excellent,68.3,59,Very Good,GIA,5515
Oval,1.2,I,VS2,Excellent,68.9,59,Very Good,GIA,4299
Oval,1.56,F,VS2,Excellent,62.9,57,Excellent,GIA,11371
Oval,1.31,D,FL,Excellent,59.1,55,Excellent,GIA,16378
Oval,2,G,VS2,Excellent,63.1,55,Excellent,GIA,17043
Oval,0.8,L,SI2,Excellent,63.3,60,Very Good,GIA,764
Oval,1.02,F,VS2,Very Good,63.7,60,Very Good,GIA,4138
Oval,1.02,H,VVS2,Excellent,58.4,61,Very Good,GIA,4111
Oval,1.02,G,SI1,Very Good,60.2,61,Very Good,GIA,3725
Oval,1.71,E,VS2,Excellent,64.1,58,Very Good,GIA,13858
Oval,1.71,I,SI1,Excellent,63.3,59,Excellent,GIA,7710
Oval,2.01,I,SI1,Excellent,61.1,60,Excellent,GIA,11663
Oval,2.01,H,VS2,Excellent,62.6,60,Excellent,GIA,13357
Oval,2.01,F,VS2,Excellent,65.9,60,Excellent,GIA,15786
Oval,1.3,F,VS2,Excellent,61.7,58,Very Good,GIA,8595
Oval,1.3,J,VVS2,Excellent,60.6,59,Very Good,GIA,4508
Oval,1.3,E,SI2,Excellent,62.8,59,Excellent,GIA,4498
Oval,1.3,F,VS2,Excellent,60.5,60,Very Good,GIA,8497
Oval,1.2,H,SI1,Excellent,65.3,54,Excellent,GIA,4963
Oval,1.2,G,VS2,Excellent,68.8,54,Excellent,GIA,5430
Oval,1.7,J,SI2,Excellent,60.8,61,Very Good,GIA,6299
Oval,1.7,G,SI1,Excellent,63.4,61,Excellent,GIA,11025
Oval,1.7,J,SI1,Excellent,64.2,61,Very Good,GIA,6556
Oval,1.7,G,VS2,Excellent,64.5,61,Very Good,GIA,11895
Oval,1.31,G,VS2,Excellent,59.1,61,Very Good,GIA,7966
Oval,1.6,H,SI1,Very Good,59.9,59,Very Good,GIA,8106
Oval,1.6,H,VVS2,Excellent,60,61,Excellent,GIA,10377
Oval,1.6,G,SI1,Excellent,63.3,62,Very Good,GIA,8894
Oval,4.02,J,SI1,Excellent,68.6,54,Excellent,GIA,25776
Oval,3.31,F,SI1,Excellent,63,62,Very Good,GIA,30451
Oval,3.45,L,SI1,Good,60.5,52,Good,GIA,19199
Oval,2.55,K,SI2,Excellent,65,55,Very Good,GIA,11758
Oval,2.55,I,VS2,Good,61.8,59,Good,GIA,15391
Oval,0.84,F,VS1,Excellent,60.7,62,Very Good,GIA,3266
Oval,2.35,J,SI1,Excellent,58.3,60,Excellent,GIA,10654
Oval,0.23,H,VS2,Good,66,66,Good,GIA,262
Oval,1.82,D,IF,Excellent,60.9,54,Very Good,GIA,30182
Oval,1.82,H,SI2,Excellent,62,61,Excellent,GIA,9918
