Shape,Carat,Color,Clarity,Cut,Depth,Table,Symmetry,Cert,Price
Heart,0.92,G,VS2,Very Good,58.2,56,Very Good,GIA,3648
Heart,0.92,E,SI1,Very Good,48.6,58,Very Good,GIA,4055
Heart,0.92,F,SI1,Excellent,58.6,58,Very Good,GIA,3648
Heart,0.92,J,VS1,Good,54.3,59,Good,GIA,2575
Heart,0.92,G,I1,Very Good,54.7,59,Very Good,GIA,1987
Heart,0.92,H,VS1,Excellent,59.1,59,Very Good,GIA,3549
Heart,0.92,H,SI1,Good,51.1,61,Good,GIA,3366
Heart,3.01,D,VVS1,Very Good,58.1,58,Very Good,GIA,84439
Heart,5.01,H,SI1,Excellent,59.1,58,Excellent,GIA,63722
Heart,1.7,F,VS2,Very Good,48.5,51,Very Good,GIA,12228
Heart,1.7,H,SI1,Very Good,56.9,54,Very Good,GIA,8490
Heart,1.7,G,SI2,Excellent,56.3,60,Very Good,GIA,8354
Heart,1.2,H,VS2,Excellent,54.1,54,Very Good,GIA,5514
Heart,1.2,H,SI1,Excellent,57.2,57,Very Good,GIA,4827
Heart,1.2,I,VS1,Very Good,51.5,60,Very Good,GIA,4483
Heart,1,E,VS2,Very Good,58.3,55,Very Good,GIA,5956
Heart,1,H,VS2,Excellent,57.6,56,Very Good,GIA,3938
Heart,1,E,SI2,Excellent,58.3,57,Very Good,GIA,3998
Heart,1,F,VS1,Excellent,51.7,58,Very Good,GIA,5182
Heart,1,G,SI2,Very Good,53.8,58,Very Good,GIA,4033
Heart,1,E,SI2,Excellent,60.5,58,Very Good,GIA,3580
Heart,1,H,VS2,Excellent,54.2,60,Very Good,GIA,4058
Heart,1,F,VS2,Excellent,54.8,61,Very Good,GIA,5185
Heart,1,G,SI1,Excellent,56,62,Very Good,GIA,4166
Heart,1,G,SI2,Good,52.1,63,Good,GIA,3591
Heart,1,G,VVS2,Very Good,47.7,66,Very Good,GIA,5490
Heart,0.93,D,VS2,Very Good,59.8,57,Very Good,GIA,4311
Heart,1.11,H,SI2,Very Good,56.5,54,Very Good,GIA,4062
Heart,0.93,H,VS1,Excellent,55.8,58,Excellent,GIA,3493
Heart,0.93,G,SI1,Very Good,54.4,61,Good,GIA,3445
Heart,0.93,D,VS1,Excellent,55.5,62,Very Good,GIA,4683
Heart,0.91,E,VS1,Excellent,54.9,57,Very Good,GIA,3865
Heart,0.91,F,SI1,Excellent,55.8,57,Very Good,GIA,3509
Heart,0.91,G,VS2,Excellent,58.9,57,Excellent,GIA,3609
Heart,0.91,G,VS2,Excellent,56.8,58,Very Good,GIA,3859
Heart,0.91,G,VS2,Excellent,58.4,58,Excellent,GIA,3609
Heart,0.91,H,VS1,Very Good,58.9,58,Very Good,GIA,3326
Heart,0.91,G,VS2,Excellent,51.7,59,Very Good,GIA,3509
Heart,0.91,J,SI1,Excellent,55.3,59,Very Good,GIA,2238
Heart,0.91,D,SI1,Very Good,59.3,60,Very Good,GIA,4162
Heart,0.91,H,VS2,Very Good,48.4,61,Very Good,GIA,3888
Heart,0.91,G,SI1,Excellent,54.1,61,Very Good,GIA,3564
Heart,0.91,K,VS1,Very Good,59.6,61,Very Good,GIA,2166
Heart,0.91,H,VS2,Excellent,56.2,63,Very Good,GIA,3255
Heart,0.9,F,SI2,Very Good,53.8,53,Very Good,GIA,2717
Heart,0.9,H,SI1,Good,56.9,54,Good,GIA,2994
Heart,1.74,F,SI2,Excellent,46.5,55,Very Good,GIA,10073
Heart,0.9,J,SI1,Good,55.5,55,Good,GIA,2085
Heart,0.9,G,VVS1,Excellent,57.8,55,Very Good,GIA,4028
Heart,0.9,G,SI2,Excellent,56.1,56,Excellent,GIA,2949
Heart,0.9,G,VS2,Very Good,56.2,56,Excellent,GIA,3470
Heart,0.9,H,VS2,Very Good,56.2,56,Very Good,GIA,3040
Heart,0.9,I,SI2,Very Good,56.7,56,Very Good,GIA,2347
Heart,0.9,E,SI1,Excellent,58.2,56,Very Good,GIA,3555
Heart,0.9,H,VS2,Excellent,59.5,56,Very Good,GIA,3309
Heart,0.9,I,VS1,Excellent,62.3,56,Very Good,GIA,3348
Heart,1.01,J,SI2,Good,57.8,51,Good,GIA,2617
Heart,1.01,I,SI1,Very Good,58.9,53,Very Good,GIA,3968
Heart,1.01,I,SI2,Excellent,56.7,54,Very Good,GIA,3203
Heart,1.01,D,SI2,Excellent,58.5,54,Very Good,GIA,4250
Heart,1.01,H,SI1,Excellent,52.9,55,Very Good,GIA,4701
Heart,1.01,F,SI1,Excellent,54.1,56,Very Good,GIA,4629
Heart,1.01,H,VS2,Very Good,53,57,Very Good,GIA,4339
Heart,1.01,D,VVS2,Very Good,56.5,57,Very Good,GIA,8036
Heart,1.01,D,VVS2,Excellent,56.5,57,Very Good,GIA,7589
Heart,1.01,D,VS2,Good,56.7,57,Very Good,GIA,6110
Heart,1.01,H,VS2,Excellent,57.4,57,Excellent,GIA,4520
Heart,1.01,H,SI2,Excellent,57.8,57,Very Good,GIA,3337
Heart,1.01,D,VVS2,Very Good,59,57,Very Good,GIA,8370
Heart,1.01,G,SI1,Excellent,59,57,Excellent,GIA,4466
Heart,1.01,I,SI2,Excellent,54.4,58,Very Good,GIA,3157
Heart,1.01,G,SI2,Excellent,57,58,Very Good,GIA,3739
Heart,1.01,D,VS1,Excellent,58.3,58,Very Good,GIA,6428
Heart,1.01,F,SI2,Very Good,58.6,58,Very Good,GIA,3772
Heart,1.01,H,VS2,Excellent,59.2,58,Very Good,GIA,4460
Heart,1.01,G,SI1,Excellent,53.2,59,Very Good,GIA,4855
Heart,1.01,J,VS2,Excellent,54.4,59,Very Good,GIA,3439
Heart,1.01,G,VS1,Very Good,56.3,59,Very Good,GIA,5303
Heart,1.01,G,VS1,Very Good,57.5,59,Very Good,GIA,4935
Heart,1.01,D,VS1,Excellent,57.8,59,Excellent,GIA,6250
Heart,1.01,G,SI1,Excellent,54.7,60,Excellent,GIA,4337
Heart,1.01,G,SI1,Very Good,55.6,60,Very Good,GIA,4531
Heart,1.01,F,VS1,Excellent,59.2,60,Very Good,GIA,5781
Heart,1.01,G,VS2,Excellent,59.7,60,Excellent,GIA,5357
Heart,1.01,E,VS2,Excellent,57.8,61,Very Good,GIA,5625
Heart,1.01,G,SI2,Excellent,58.4,61,Very Good,GIA,4297
Heart,1.01,H,SI1,Excellent,54.8,62,Very Good,GIA,4120
Heart,1.01,E,VVS2,Excellent,56,62,Very Good,GIA,6451
Heart,0.72,I,VS2,Very Good,61,53,Very Good,GIA,1481
Heart,0.72,E,VS2,Excellent,57,55,Very Good,GIA,2449
Heart,0.72,D,VS2,Very Good,55.5,56,Excellent,GIA,2361
Heart,3.01,G,VS1,Excellent,57.3,56,Excellent,GIA,38188
Heart,1.39,G,SI1,Excellent,57.1,59,Very Good,GIA,6414
Heart,1.57,E,VS1,Very Good,54.4,60,Very Good,GIA,13709
Heart,2.19,G,VVS2,Very Good,56.4,63,Very Good,GIA,21937
Heart,1.12,I,VS2,Very Good,52.3,55,Very Good,GIA,4130
Heart,1.12,G,VS2,Excellent,57.9,62,Excellent,GIA,6178
Heart,1.12,H,SI1,Very Good,50.5,65,Good,GIA,4955
Heart,0.51,D,SI1,Excellent,58.1,59,Excellent,GIA,1080
Heart,3.32,H,IF,Excellent,56.6,60,Excellent,GIA,57008
Heart,0.57,E,IF,Excellent,60.8,58,Excellent,GIA,1801
Heart,2.08,G,VS2,Excellent,57.8,58,Excellent,GIA,18256
Heart,1.59,E,SI2,Excellent,57.4,57,Excellent,GIA,9123
Heart,1.62,D,SI1,Excellent,57.4,59,Very Good,GIA,9343
Heart,1.37,H,SI1,Very Good,48.3,60,Very Good,GIA,5432
Heart,1.76,F,SI2,Very Good,51,55,Good,GIA,9806
Heart,1.27,G,SI1,Very Good,45.2,60,Very Good,GIA,3987
Heart,3.2,H,VVS1,Excellent,56.2,60,Excellent,GIA,57457
Heart,0.31,D,SI2,Good,22.6,79,Good,GIA,520
Heart,0.94,H,I1,Good,53.1,57,Good,GIA,1120
Heart,0.65,H,VS1,Very Good,59.7,58,Very Good,GIA,1264
Heart,3.32,M,SI2,Very Good,45.8,61,Very Good,GIA,10026
Heart,1.4,H,VS2,Excellent,61.6,54,Very Good,GIA,6264
Heart,1.09,H,VS1,Excellent,50.3,53,Very Good,GIA,4856
Heart,1.09,D,SI1,Very Good,48.5,63,Good,GIA,6028
Heart,1.06,K,VS2,Very Good,47.1,56,Very Good,GIA,2614
Heart,1.06,H,SI2,Excellent,47,58,Very Good,GIA,3556
Heart,1.06,G,SI2,Excellent,54.4,58,Very Good,GIA,4041
Heart,1.06,K,I1,Excellent,57.5,58,Very Good,GIA,1874
Heart,1.06,D,VVS1,Excellent,57.3,59,Very Good,GIA,8082
Heart,1.06,H,SI2,Excellent,58.1,59,Very Good,GIA,3718
Heart,1.72,F,VS2,Very Good,44.3,53,Very Good,GIA,12204
Heart,1.72,I,SI1,Excellent,56.8,59,Very Good,GIA,7973
Heart,1.72,H,SI1,Very Good,47.4,60,Very Good,GIA,11495
Heart,1.51,E,VS2,Excellent,57.2,62,Very Good,GIA,11155
Heart,1.13,F,VS2,Excellent,57.9,58,Very Good,GIA,6113
Heart,1.5,E,VS1,Excellent,59.8,53,Very Good,GIA,12247
Heart,2.51,F,VS2,Excellent,54.8,56,Very Good,GIA,28362
Heart,2.51,G,SI2,Excellent,56.9,60,Very Good,GIA,16961
Heart,1.5,E,VS1,Excellent,55.8,57,Very Good,GIA,12417
Heart,1.5,H,SI2,Excellent,52.1,58,Very Good,GIA,6765
Heart,0.71,G,IF,Excellent,59.4,57,Very Good,GIA,2343
Heart,0.71,F,VS2,Excellent,57.5,58,Excellent,GIA,2480
Heart,0.71,D,SI1,Very Good,60.6,58,Good,GIA,2077
Heart,0.71,H,SI1,Excellent,55.6,59,Excellent,GIA,1711
Heart,1.33,E,SI1,Very Good,49.1,52,Very Good,GIA,6666
Heart,1.02,H,VS1,Excellent,57.7,56,Very Good,GIA,4418
Heart,1.02,E,SI1,Excellent,57.8,57,Very Good,GIA,4402
Heart,1.02,I,SI2,Very Good,53.3,58,Very Good,GIA,3004
Heart,1.02,G,SI1,Very Good,56,58,Very Good,GIA,4511
Heart,1.02,G,VS1,Excellent,56.2,59,Very Good,GIA,5207
Heart,1.02,F,VVS1,Excellent,54.2,60,Very Good,GIA,6419
Heart,1.02,I,SI1,Very Good,54.5,60,Very Good,GIA,3500
Heart,1.02,H,SI2,Excellent,54.7,60,Excellent,GIA,3629
Heart,1.02,J,SI2,Very Good,46,61,Good,GIA,2840
Heart,1.02,I,VS2,Very Good,48.5,62,Good,GIA,3708
Heart,1.53,H,SI2,Excellent,50.8,59,Good,GIA,7859
Heart,1.2,F,VS1,Excellent,54.6,62,Excellent,GIA,6776
Heart,1.04,E,SI2,Excellent,52.4,55,Very Good,GIA,4220
Heart,1.04,H,SI1,Excellent,56.5,57,Very Good,GIA,3884
Heart,1.04,H,SI2,Very Good,57.9,59,Very Good,GIA,3383
Heart,1.04,E,SI1,Very Good,59.2,59,Very Good,GIA,5575
Heart,1.04,H,SI2,Good,56.4,60,Good,GIA,4070
Heart,1.04,G,SI1,Very Good,51.4,61,Good,GIA,4199
Heart,1.04,G,VS1,Excellent,57.2,61,Very Good,GIA,5082
Heart,1.04,I,SI2,Very Good,46.8,64,Very Good,GIA,3251
Heart,0.7,G,IF,Very Good,54.9,57,Very Good,GIA,2310
Heart,0.7,E,VS1,Excellent,54.8,58,Very Good,GIA,2381
Heart,0.7,E,SI1,Excellent,55.9,58,Excellent,GIA,2170
Heart,0.7,D,VS2,Excellent,56.4,58,Very Good,GIA,2365
Heart,0.7,E,SI1,Excellent,56.7,58,Very Good,GIA,2015
Heart,0.7,G,SI1,Excellent,54.1,59,Very Good,GIA,1826
Heart,0.7,D,VS2,Excellent,59.8,59,Excellent,GIA,2260
Heart,1.71,I,VS2,Very Good,50.6,49,Very Good,GIA,8311
Heart,1.71,H,VS2,Very Good,54.7,54,Very Good,GIA,10213
Heart,1.71,G,VS1,Excellent,57.3,59,Very Good,GIA,12087
Heart,0.7,F,VVS2,Excellent,54.2,60,Excellent,GIA,2434
Heart,0.7,F,VS1,Excellent,59.2,60,Excellent,GIA,2347
Heart,1.07,G,SI1,Excellent,54.6,55,Very Good,GIA,4663
Heart,1.07,D,VVS1,Excellent,58.4,58,Very Good,GIA,9246
Heart,1.07,G,VVS2,Excellent,58.4,59,Excellent,GIA,5548
Heart,1.71,F,SI1,Excellent,54,60,Excellent,GIA,11169
Heart,1.71,H,SI1,Very Good,49.3,61,Very Good,GIA,10549
Heart,1.71,H,SI1,Very Good,50.2,63,Excellent,GIA,9042
Heart,1.54,I,SI2,Excellent,57.8,60,Very Good,GIA,6054
Heart,1.54,I,SI1,Very Good,58,61,Good,GIA,6946
Heart,1.02,J,VS2,Good,53.5,52,Good,GIA,3385
Heart,1.02,I,VS2,Excellent,55.2,55,Very Good,GIA,3708
Heart,1.02,D,VVS1,Excellent,58.7,55,Excellent,GIA,7777
Heart,1.02,E,SI1,Very Good,51.1,56,Good,GIA,4402
Heart,1.02,F,VS2,Excellent,54.5,56,Very Good,GIA,5672
Heart,1.02,E,VS2,Very Good,55.1,56,Very Good,GIA,5838
Heart,1.52,H,VS1,Excellent,61.1,57,Excellent,GIA,8372
Heart,1.52,F,VS1,Excellent,57.6,58,Very Good,GIA,12008
Heart,1.52,F,SI1,Excellent,57.4,62,Very Good,GIA,9239
Heart,0.91,E,SI1,Very Good,51,53,Very Good,GIA,3386
Heart,0.91,I,SI2,Very Good,46.6,54,Very Good,GIA,2545
Heart,0.91,H,I1,Good,50.9,54,Good,GIA,2335
Heart,0.91,H,VS1,Very Good,54,56,Very Good,GIA,3187
Heart,1.22,J,SI2,Very Good,48.7,52,Very Good,GIA,3208
Heart,1.22,I,SI2,Good,58.1,60,Good,GIA,3648
Heart,1.51,G,SI1,Excellent,53.5,51,Very Good,GIA,8650
Heart,1.51,G,I1,Excellent,59,54,Very Good,GIA,6634
Heart,1.51,H,SI1,Very Good,54.5,58,Very Good,GIA,7984
Heart,1.51,E,SI1,Excellent,45.6,60,Good,GIA,10499
Heart,1.51,G,VS2,Very Good,54.2,61,Very Good,GIA,9915
Heart,1.51,E,VS2,Excellent,53.1,62,Very Good,GIA,11774
Heart,0.91,H,VS2,Very Good,56,56,Very Good,GIA,3391
Heart,0.91,G,VS2,Excellent,56.1,56,Excellent,GIA,3609
Heart,0.91,F,SI2,Excellent,53.2,57,Very Good,GIA,3000
Heart,0.91,D,VS2,Excellent,54.4,57,Very Good,GIA,4218
Heart,1.51,F,SI1,Very Good,54.2,62,Good,GIA,10548
Heart,1.81,I,SI1,Excellent,50.4,51,Very Good,GIA,8730
Heart,1.81,H,VS2,Very Good,53.3,60,Good,GIA,10263
Heart,0.96,G,VS2,Very Good,57.1,56,Very Good,GIA,3913
Heart,9.31,J,VS1,Excellent,56.4,56,Excellent,GIA,192931
Heart,4.37,E,VS2,Excellent,49.7,60,Excellent,GIA,103965
Heart,3.59,H,VVS2,Excellent,56.7,60,Excellent,GIA,56316
Heart,4.01,G,VVS1,Excellent,58.3,62,Excellent,GIA,96824
Heart,1,F,VS2,Very Good,59.2,56,Excellent,GIA,4507
Heart,1,F,VVS1,Excellent,62.2,56,Very Good,GIA,5822
Heart,1,E,SI2,Very Good,64.7,57,Very Good,GIA,2923
Heart,1,H,VVS1,Excellent,63.3,58,Very Good,GIA,3977
Heart,1,G,VS2,Excellent,60.8,59,Very Good,GIA,3959
Heart,0.78,G,VS2,Very Good,51.7,49,Good,GIA,2103
Heart,0.78,H,VVS2,Excellent,57.7,58,Excellent,GIA,2338
Heart,0.71,H,VVS1,Excellent,60.6,55,Very Good,GIA,2024
Heart,0.81,H,VS2,Excellent,58.6,57,Very Good,GIA,2511
Heart,0.81,D,SI1,Excellent,58,59,Very Good,GIA,2445
Heart,2.7,H,VS1,Excellent,59.2,55,Very Good,GIA,22035
Marquise,0.34,E,SI1,Good,47.8,50,Fair,GIA,270
Marquise,0.34,E,SI2,Good,67.2,54,Good,GIA,270
Marquise,0.34,G,SI2,Good,72.8,61,Fair,GIA,272
Marquise,0.95,D,SI2,Good,62.1,57,Good,GIA,3398
Marquise,0.95,G,SI1,Very Good,58.7,58,Good,GIA,3117
Marquise,0.95,L,SI2,Good,58.2,66,Very Good,GIA,1444
Marquise,0.79,K,SI1,Good,64.6,55,Good,GIA,1073
Marquise,0.79,G,SI1,Good,51.3,59,Good,GIA,1941
Marquise,0.66,F,SI2,Good,64.8,55,Good,GIA,1153
Marquise,0.46,E,VVS1,Good,64.6,57,Good,GIA,893
Marquise,1.01,H,SI1,Very Good,64.1,58,Very Good,GIA,3713
Marquise,1.01,K,VS2,Very Good,70.3,58,Good,GIA,1867
Marquise,1.01,G,VS1,Good,67.2,60,Good,GIA,4566
Marquise,1.23,H,SI2,Good,68.1,55,Good,GIA,3687
Marquise,2.04,H,VS1,Good,61.8,59,Good,GIA,13405
Marquise,1.03,E,SI1,Good,73.7,52,Fair,GIA,3226
Marquise,1.56,E,VVS1,Very Good,74.2,52,Good,GIA,9197
Marquise,1.31,D,IF,Excellent,63.6,58,Excellent,GIA,12339
Marquise,2,I,SI2,Excellent,62.6,60,Excellent,GIA,10089
Marquise,2.01,D,VVS1,Excellent,61.1,58,Very Good,GIA,20153
Marquise,1.02,E,SI1,Excellent,65.2,56,Excellent,GIA,3620
Marquise,1.2,J,SI1,Good,61.1,52,Good,GIA,3384
Marquise,0.84,F,SI1,Good,64.3,59,Good,GIA,2547
Marquise,0.84,E,SI1,Excellent,62,61,Very Good,GIA,2678
Marquise,1.15,I,SI2,Excellent,61.7,58,Excellent,GIA,3647
Marquise,0.94,G,SI2,Excellent,56.3,61,Very Good,GIA,2997
Marquise,1.13,D,VVS2,Good,65.3,55,Good,GIA,5243
Marquise,0.86,G,SI2,Very Good,57.3,59,Good,GIA,1195
Marquise,1.68,I,SI2,Good,64.9,64,Good,GIA,6133
Marquise,2.56,D,IF,Very Good,65.3,53,Very Good,GIA,50337
Marquise,0.64,D,VS1,Good,64.9,52,Good,GIA,1572
Marquise,0.64,D,SI1,Good,57.4,58,Good,GIA,1393
Marquise,0.64,E,I1,Very Good,60.9,61,Good,GIA,907
Marquise,0.68,D,SI2,Very Good,54.3,64,Good,GIA,881
Marquise,1.97,D,IF,Very Good,62.3,65,Very Good,GIA,30308
Marquise,0.96,J,SI1,Good,84.7,57,Fair,GIA,1607
Marquise,0.53,D,SI1,Good,62.1,58,Very Good,GIA,833
Marquise,0.47,J,VS1,Very Good,74.6,49,Good,GIA,395
Marquise,0.56,D,VS1,Good,65.1,55,Fair,GIA,888
Marquise,1.26,E,VVS2,Excellent,62.9,58,Very Good,GIA,8164
Marquise,0.73,E,VS1,Very Good,70.5,55,Good,GIA,1481
Marquise,0.73,G,SI2,Very Good,70.3,60,Good,GIA,1368
Marquise,1.05,F,SI1,Excellent,57.6,59,Excellent,GIA,3679
Marquise,3.28,G,VS2,Very Good,68.3,54,Good,GIA,38172
Marquise,0.76,D,SI1,Good,66.8,50,Very Good,GIA,1587
Marquise,0.76,I,SI2,Very Good,70.2,54,Good,GIA,1024
Marquise,1.31,I,SI1,Excellent,59.5,57,Very Good,GIA,5014
Marquise,0.81,D,SI2,Very Good,66.1,58,Fair,GIA,1479
Marquise,0.86,E,I1,Good,66.2,55,Good,GIA,1859
Marquise,0.86,E,SI1,Good,59.1,57,Good,GIA,2742
Marquise,0.86,E,I1,Good,65.4,59,Good,GIA,1538
Marquise,0.86,F,SI2,Good,65.4,59,Good,GIA,1872
Marquise,0.86,D,SI1,Very Good,52.9,63,Very Good,GIA,3275
Marquise,0.36,G,VS1,Good,62.1,55,Good,GIA,423
Marquise,0.77,J,VS1,Very Good,59.7,60,Good,GIA,1455
Marquise,0.57,E,SI2,Good,67.9,58,Good,GIA,704
Marquise,1.06,D,IF,Very Good,61.8,58,Very Good,GIA,6898
Marquise,1.06,F,SI1,Very Good,69.7,58,Good,GIA,3285
Marquise,0.43,F,SI2,Good,59.6,50,Good,GIA,326
Marquise,0.32,D,I1,Good,67.1,48,Fair,GIA,182
Marquise,0.79,I,VS1,Good,74.2,55,Good,GIA,1286
Marquise,0.38,J,VS1,Good,52.1,47,Fair,GIA,257
Marquise,0.84,E,VS2,Good,73.3,47,Good,GIA,1877
Marquise,0.44,G,VS1,Good,57,55,Fair,GIA,449
Marquise,0.44,I,SI1,Very Good,64.6,55,Good,GIA,370
Marquise,0.39,I,VS2,Good,66.2,59,Good,GIA,312
Marquise,0.39,E,SI1,Good,68.5,59,Fair,GIA,330
Marquise,0.39,F,I1,Good,68.9,59,Fair,GIA,182
Marquise,0.39,E,SI2,Good,72.8,61,Fair,GIA,290
Marquise,0.33,H,SI1,Good,56.7,48,Fair,GIA,264
Marquise,0.33,G,SI2,Good,64.3,52,Fair,GIA,264
Marquise,0.33,G,SI2,Good,77.8,52,Fair,GIA,264
Marquise,1.6,K,VS1,Good,68.5,57,Good,GIA,4562
Marquise,0.58,E,SI2,Good,53.3,53,Good,GIA,716
Marquise,0.58,D,SI1,Good,68.6,55,Good,GIA,771
Marquise,2.07,F,VS1,Very Good,60.4,64,Good,GIA,18429
Marquise,0.95,D,SI1,Good,59.7,63,Good,GIA,2651
Marquise,2.07,D,I1,Good,54.1,59,Good,GIA,10699
Marquise,0.42,D,SI1,Good,74.8,48,Fair,GIA,362
Marquise,0.42,D,SI1,Good,82.4,55,Fair,GIA,335
Marquise,0.89,D,SI2,Good,64.4,58,Good,GIA,2630
Marquise,0.89,D,SI1,Very Good,57.1,61,Very Good,GIA,3389
Marquise,0.89,J,VVS2,Good,54.9,62,Very Good,GIA,1924
Marquise,3,I,VS1,Excellent,57.7,60,Very Good,GIA,25373
Marquise,0.9,G,VS2,Excellent,64.2,54,Very Good,GIA,2329
Marquise,0.9,K,I1,Good,71.5,55,Good,GIA,726
Marquise,0.9,E,SI1,Good,69.5,57,Fair,GIA,2317
Marquise,1.19,D,SI2,Good,60.2,63,Very Good,GIA,4786
Marquise,1,J,SI2,Good,73.6,60,Good,GIA,2010
Marquise,0.82,H,SI2,Good,65.9,57,Good,GIA,1335
Marquise,1.01,G,SI1,Excellent,67.1,54,Very Good,GIA,3365
Marquise,0.51,M,I2,Good,66.2,50,Fair,GIA,135
Marquise,0.51,G,SI1,Good,53.1,55,Good,GIA,658
Marquise,0.4,I,SI2,Fair,69.9,62,Good,GIA,258
Marquise,0.4,J,SI1,Good,62.9,68,Good,GIA,320
Marquise,0.48,K,VS1,Very Good,65.7,68,Good,GIA,296
Marquise,0.48,H,VS1,Very Good,58.2,53,Good,GIA,695
Marquise,0.98,F,SI1,Good,81.2,51,Fair,GIA,2536
Marquise,0.98,G,SI2,Good,66.9,57,Good,Other Labs,1692
Marquise,0.99,D,SI2,Very Good,56.8,59,Very Good,GIA,3443
Marquise,0.99,E,SI1,Good,54.1,60,Good,GIA,4080
Marquise,0.93,J,SI1,Good,52.5,57,Good,GIA,1789
Marquise,0.32,I,SI2,Good,59.8,58,Very Good,GIA,293
Marquise,2.1,G,SI2,Very Good,61.5,63,Good,GIA,13434
Marquise,1.24,H,SI2,Good,65.6,52,Very Good,GIA,4412
Marquise,0.46,D,SI2,Good,74.9,49,Fair,GIA,330
Marquise,0.46,F,SI1,Good,67.4,51,Fair,GIA,402
Marquise,0.52,D,VVS1,Excellent,58.5,60,Very Good,GIA,1643
Marquise,5.02,H,VS1,Excellent,62.8,58,Very Good,GIA,106956
Marquise,0.88,F,SI2,Good,65,59,Good,GIA,2210
Marquise,0.88,J,SI1,Good,55.9,60,Good,GIA,1771
Marquise,0.5,D,SI1,Excellent,57,57,Excellent,GIA,1089
Marquise,0.5,D,VS1,Very Good,55.6,58,Very Good,GIA,1210
Marquise,0.5,D,VS2,Excellent,59.8,58,Very Good,GIA,1176
Marquise,0.5,D,VS1,Very Good,62,58,Very Good,GIA,1191
Marquise,0.5,K,VVS2,Very Good,66.3,58,Good,GIA,553
Marquise,0.5,D,VS2,Very Good,57,59,Very Good,GIA,1176
Marquise,1.51,G,SI1,Excellent,66.9,54,Very Good,GIA,8012
Marquise,0.3,H,SI1,Good,58.6,50,Good,GIA,240
Marquise,0.97,F,SI2,Very Good,61.5,54,Good,GIA,2296
Marquise,0.31,K,VS2,Good,71.9,59,Good,GIA,165
Marquise,2.54,H,SI1,Excellent,57.8,57,Very Good,GIA,18898
Marquise,0.34,F,SI2,Good,73.3,64,Fair,GIA,318
Marquise,0.71,F,VS2,Good,46.3,52,Good,GIA,1674
Marquise,0.71,G,I1,Good,64.5,57,Good,GIA,772
Marquise,0.71,E,VS2,Very Good,68.3,57,Fair,GIA,1276
Marquise,0.71,E,SI1,Good,57,63,Good,GIA,1320
Marquise,1.21,J,VS1,Good,67.5,53,Good,GIA,3672
Marquise,1.21,M,VVS2,Good,74,53,Good,GIA,1667
Marquise,0.29,D,SI1,Good,70.3,59,Fair,GIA,166
Marquise,0.29,G,SI2,Good,76,59,Fair,GIA,134
Marquise,0.29,F,SI1,Very Good,57.4,60,Fair,GIA,180
Marquise,0.3,G,SI1,Good,66.6,56,Fair,GIA,258
Marquise,0.3,E,SI2,Good,78.3,57,Fair,GIA,223
Marquise,0.3,E,SI1,Fair,67.4,58,Fair,GIA,254
Marquise,1,D,SI1,Very Good,70.3,47,Good,GIA,3303
Marquise,1,E,VS2,Good,57.6,55,Fair,GIA,3402
Marquise,0.7,G,I1,Fair,70.4,54,Fair,GIA,793
Marquise,0.7,E,SI1,Very Good,52.8,55,Fair,GIA,1518
Marquise,0.7,E,VS2,Good,54.1,57,Good,GIA,1428
Marquise,0.7,G,VVS2,Very Good,63.7,57,Good,GIA,1650
Marquise,0.7,D,SI2,Good,70.2,57,Good,GIA,1170
Marquise,0.5,D,VS1,Good,66.3,52,Good,GIA,944
Marquise,0.62,E,SI2,Very Good,61.4,51,Good,GIA,1061
Marquise,0.62,I,SI1,Very Good,50.2,61,Fair,GIA,789
Marquise,1.14,H,VS2,Excellent,60.4,56,Excellent,GIA,4896
Marquise,0.7,D,SI2,Good,64.8,55,Good,GIA,2014
Marquise,0.7,D,SI1,Excellent,64.5,59,Very Good,GIA,2113
Marquise,0.7,F,I1,Good,54.3,60,Good,GIA,1247
Marquise,0.7,G,I1,Good,62.3,60,Good,GIA,1270
Marquise,0.7,D,VS2,Excellent,61.7,62,Very Good,GIA,2260
Marquise,0.7,F,SI1,Excellent,55.9,63,Excellent,GIA,2064
Marquise,0.7,D,VS1,Very Good,59.5,64,Good,GIA,2177
Marquise,0.61,D,IF,Excellent,59,57,Very Good,GIA,2398
Marquise,0.61,J,SI1,Good,64.6,59,Good,GIA,851
Marquise,0.61,F,SI1,Very Good,54.3,61,Good,GIA,1028
Marquise,0.61,D,IF,Very Good,57.7,61,Very Good,GIA,2361
Marquise,0.61,F,I1,Good,68.7,61,Good,GIA,812
Marquise,2.14,F,VS1,Very Good,65.8,54,Very Good,GIA,22230
Marquise,1,E,SI2,Excellent,61.9,59,Very Good,GIA,3759
Marquise,1,K,VS1,Good,65.8,60,Good,GIA,2443
Marquise,1,D,VVS1,Good,63.1,66,Good,GIA,9022
Marquise,0.58,F,I1,Good,60.4,57,Good,GIA,752
Marquise,0.58,E,SI2,Very Good,57.8,58,Good,GIA,1020
Marquise,0.33,I,I1,Very Good,55.5,60,Good,GIA,234
Marquise,0.83,D,SI2,Good,56.2,57,Good,GIA,2323
Marquise,0.83,D,SI1,Good,63.4,57,Good,GIA,2698
Marquise,0.83,F,SI2,Good,59.8,58,Good,GIA,2056
Marquise,3.14,M,VS2,Very Good,55.2,59,Very Good,GIA,10950
Marquise,1.43,H,I1,Good,60,60,Good,GIA,3666
